latitude,longitude,ndvi,land_surface_temperature
22.73839463788392,75.84855364867151,0.07977122215520806,43.82175686000005
22.73839153413796,75.84913793557372,0.13104675618810702,43.589331500000014
22.738388428256144,75.84972222237398,-0.0071374590645610254,42.553671440000016
22.738385320238482,75.85030650907225,0.45563936781527364,41.37103652000002
22.738382210084968,75.85089079566845,0.4179549264287242,40.9061858
22.73837909779561,75.8514750821625,0.25165102537321576,41.46674108000002
22.738375983370414,75.85205936855432,0.22649918962676965,42.29731994000002
22.738372866809378,75.85264365484386,0.009064388414243525,43.175751080000055
22.73836974811249,75.85322794103105,0.03257490985946466,44.13963272000001
22.738366627279767,75.8538122271158,0.062161981705198426,44.77538444000004
22.738363504311216,75.85439651309807,0.12924338947529584,45.041990000000055
22.738360379206814,75.85498079897775,0.21779077051531054,44.97021158000001
22.738357251966583,75.8555650847548,0.38020928951646743,44.69676998
22.738354122590522,75.85614937042915,0.21670053574687476,44.327623819999985
22.738350991078626,75.85673365600074,0.24632152588511114,43.93113349999999
22.7383478574309,75.85731794146946,0.3451350991609941,43.87644518000002
22.738344721647348,75.85790222683526,0.16784466019391403,44.21482916000002
22.738341583727966,75.85848651209808,0.02766728542379976,44.607901459999994
22.738338443672752,75.85907079725784,0.07222517259679195,44.41991036000002
22.738335301481722,75.85965508231448,0.1240947347815148,44.12254261999999
22.73833215715487,75.86023936726792,0.07196386407951552,43.44919268000001
22.738329010692198,75.86082365211809,0.16073235808232453,42.80660492000004
22.738325862093703,75.86140793686491,0.22200554244027096,43.25778356000001
22.73832271135939,75.86199222150833,0.10913232553301071,43.69529011999998
22.738319558489266,75.86257650604827,0.19499458074648734,43.90378934
22.738316403483328,75.86316079048467,0.1952106430151748,43.5209711
22.73831324634157,75.86374507481744,0.36057476425620016,42.307574000000045
22.738310087064,75.86432935904652,0.3616688396343126,42.12300091999998
22.738306925650623,75.86491364317186,0.4220804331004987,41.57953573999998
22.738303762101438,75.86549792719335,0.20717167189563931,40.448171119999984
22.73830059641644,75.86608221111095,0.17046839630825272,41.01898046000002
22.738297428595644,75.86666649492459,0.15409599422563316,42.406696580000016
22.738294258639044,75.86725077863417,0.22970085470044568,43.33981604000002
22.738291086546635,75.86783506223965,0.14876094931474318,43.45261070000004
22.738287912318434,75.86841934574096,0.08153995085251092,42.639121939999995
22.73828473595443,75.869003629138,0.29337476195190265,42.39986054000002
22.73828155745462,75.86958791243075,0.09907169455069063,42.99117799999999
22.73827837681902,75.87017219561908,0.21931470326805705,44.27635352000004
22.73827519404763,75.87075647870297,0.2917164260117431,44.423328380000044
22.738272009140445,75.87134076168232,0.25996457041572196,43.84568300000001
22.738268822097467,75.87192504455707,0.3138623429607777,43.43552060000002
22.738265632918694,75.87250932732715,0.1421537484114642,43.5209711
22.73826244160414,75.8730936099925,0.15565471082863283,43.68161803999999
22.738259248153796,75.87367789255303,0.3510392609692399,43.15182493999998
22.738256052567667,75.87426217500867,0.35570325900438315,41.79828902000003
22.738252854845754,75.87484645735938,0.09382734568350135,41.28900404000001
22.738249654988056,75.87543073960505,0.19297397469955205,41.66156822000005
22.73824645299458,75.87601502174563,0.12714031145870128,42.30415598000002
22.738243248865327,75.87659930378106,0.2969024991195056,43.42526654000005
22.738240042600296,75.87718358571126,0.32098218243006654,45.011227820000045
22.73823683419949,75.87776786753615,0.24607329842891038,45.455570420000015
22.738233623662907,75.87835214925568,0.09830227743254939,45.38037398000006
22.738230410990546,75.87893643086976,0.08267090620018654,45.014645840000014
22.73822719618243,75.87952071237832,0.18438697317978228,44.177230940000015
22.738223979238526,75.88010499378132,-0.012617341273821303,43.48337288000005
22.73822076015886,75.88068927507865,0.060451077387338896,42.98434196000005
22.738217538943434,75.88127355627026,0.11327524346469627,42.74166253999999
22.738214315592238,75.88185783735608,0.1917675117035743,42.61519580000004
22.738211090105274,75.88244211833604,0.060664001390473385,42.868129280000005
22.738207862482557,75.88302639921008,0.07056903936351097,43.37057822000003
22.738204632724077,75.88361067997809,0.11653898152299857,43.84568300000001
22.738201400829837,75.88419496064004,0.31533056801775106,44.1533048
22.738198166799844,75.88477924119586,0.14412997903538763,43.83542894000004
22.738194930634084,75.88536352164546,0.22384517071348578,43.042448300000046
22.738191692332585,75.88594780198876,0.2087928576784323,42.081984680000005
22.73818845189532,75.88653208222573,0.15268855055856256,41.31293018000002
22.738185209322317,75.88711636235627,0.10106419976337057,41.74018268000003
22.73818196461356,75.88770064238031,0.3237203811445759,42.160599140000045
22.737852672949483,75.84855030375628,0.06917063222286,43.68845408000004
22.73784956928559,75.84913458835598,0.39687110087264255,43.33639802000005
22.737846463485905,75.84971887285373,0.11929154367056904,42.62886788000003
22.737843355550435,75.85030315724947,0.4354178842773516,42.13325498000006
22.737840245479166,75.85088744154314,0.45894589458854096,42.04096844000003
22.73783713327212,75.85147172573465,0.3283981081630097,42.83053106
22.73783401892927,75.85205600982395,0.0706419227258039,43.45944674000003
22.737830902450646,75.85264029381099,0.14110341874221527,44.09178043999998
22.73782778383623,75.85322457769566,0.1719955898563543,44.847162860000026
22.737824663086037,75.8538088614779,0.04894283476892594,45.489750619999995
22.737821540200063,75.85439314515764,0.0788312196211198,45.47949656000003
22.73781841517831,75.85497742873484,0.2625093353243792,45.305177540000045
22.737815288020773,75.85556171220938,0.043896467296180665,45.29834149999999
22.73781215872746,75.85614599558122,0.2088935758850358,45.24023516
22.737809027298375,75.85673027885029,0.2745884339377911,45.02489990000004
22.737805893733515,75.85731456201653,0.35583475298050293,44.38573015999998
22.73780275803288,75.85789884507983,0.0712222700177334,43.93113349999999
22.73779962019648,75.85848312804015,0.2915114683389698,43.589331500000014
22.737796480224308,75.85906741089741,0.2520949015643572,43.64060180000001
22.737793338116372,75.85965169365154,0.18489684702182776,44.00974796000003
22.737790193872666,75.86023597630249,0.28018173950610087,43.45261070000004
22.737787047493196,75.86082025885017,0.21329450059925767,42.36568034000004
22.737783898977963,75.8614045412945,0.38632750397384025,42.72799046
22.73778074832697,75.86198882363543,0.1732261381692564,43.770486559999995
22.73777759554022,75.8625731058729,0.17787773461423456,44.18406698000001
22.737774440617702,75.86315738800681,0.18069954461741944,44.00632994
22.73777128355944,75.8637416700371,0.2962831228876111,43.291963760000044
22.737768124365413,75.8643259519637,0.14217633042071806,42.79635086000002
22.737764963035634,75.86491023378656,0.3209628008747117,41.34369235999998
22.73776179957011,75.86549451550557,0.3515820729324458,39.819255440000006
22.737758633968827,75.86607879712071,0.3787646758543836,40.49944142000004
22.737755466231796,75.86666307863186,0.10693836308503378,42.30415598000002
22.73775229635902,75.86724736003897,0.16173792385714728,43.38083228000005
22.7377491243505,75.867831641342,0.25464684014830447,43.42868456000002
22.737745950206232,75.86841592254082,0.20079977149347653,42.864711260000036
22.73774277392622,75.86900020363541,0.3475015368396461,42.55708946000004
22.737739595510465,75.86958448462568,0.3293340111838753,43.20993127999998
22.737736414958977,75.87016876551155,0.17104593998953882,44.607901459999994
22.737733232271747,75.87075304629298,0.05939804664130078,44.601065420000054
22.737730047448785,75.87133732696986,0.29830148619894203,43.66794596
22.73772686049009,75.87192160754216,0.2582051870547207,42.82027700000003
22.73772367139565,75.8725058880098,0.33385127635885936,42.717736400000035
22.737720480165482,75.87309016837268,0.3170466883815048,43.00826810000001
22.737717286799587,75.87367444863077,0.2114311230180589,42.721154420000005
22.73771409129796,75.87425872878397,0.3355641535076115,41.89057556
22.73771089366061,75.87484300883222,0.26159968165497555,41.456487020000054
22.737707693887533,75.87542728877546,0.2654760803178209,41.066832739999995
22.73770449197873,75.87601156861359,0.3352831693692541,41.05657868000003
22.7377012879342,75.87659584834657,0.18739115290806793,42.26313974000004
22.73769808175396,75.87718012797433,0.15694649374830016,44.522450960000015
22.73769487343799,75.87776440749678,0.2259265527158133,45.28125140000003
22.737691662986308,75.87834868691388,0.2751332825585013,44.97704762000001
22.737688450398903,75.87893296622552,0.22798700728605392,44.324205800000016
22.737685235675794,75.87951724543166,0.042399524173604555,43.66794596
22.737682018816965,75.88010152453221,0.04545862099875288,43.18942316000005
22.737678799822426,75.88068580352713,0.051533297042185566,42.85445720000001
22.737675578692176,75.88127008241631,0.10485389211736948,42.601523720000046
22.73767235542622,75.88185436119971,0.16766691672886785,42.51949123999998
22.73766913002456,75.88243863987725,0.14152361363793764,42.81344095999998
22.737665902487183,75.88302291844884,0.162116991643153,43.24752950000004
22.73766267281411,75.88360719691445,0.04820347194178732,43.69870814000001
22.737659441005334,75.88419147527398,0.05123764897616128,44.08494440000004
22.737656207060855,75.88477575352738,0.03136200716841195,43.852519040000004
22.73765297098068,75.88536003167455,0.10379384395117568,43.36716020000006
22.73764973276481,75.88594430971546,0.19303999271168254,42.87154730000003
